reviews
"Everything are good at here, hopefully i can get a nice body shape like the gym instructors here one day."
"Absolutely love this gym. It's spacious with great equipment and awesome coaches. I cannot recommend this place more if you want an intense and satisfying work out. Best of all the membership prices are extremely affordable. It's by far the best gym I have been to in PJ.

PS. Shout out to my coach Christopher Wu for getting me fantastic results in fat loss and muscle growth."
I’ve always loved an open air gym. Kfitness is spacious and the gym equipment is complete! Definitely a great place to kick start my fitness journey again!
Very well equipped gym & prices are super reasonable! Equipments are always in good condition :)
"Nice, clean and comfortable environment. Friendly staff. Very great in monitoring the hygiene of equipment, staff keeps sanitise the equipment once the equipment leave back to origin place."
"The place is good, the facility is amazing. But their charges are separated. So you couldn't go to ozone if you joined gym."
"Wide variety of equipments for people of all fitness levels, and spacious changing rooms."
"Best gym around Malaysia, really welcoming community and staff members. One of the best gym if you’re looking for a variety of equipments. The best coaches around as well."
This gym has a very good amount machines and equipments to be used and the area are very clean and spacious. Really recommended.
"Great gym, reasonable price, good facilities, clean toilet, friendly staffs. 👍👍"
"The gym is spacious and equipped with all type of equipments! A perfect place for me to workout. I can easily spend 2-3 hours workout in this gym. By far the best gym I have ever visited. The staff are super friendly too. Definitely will recommend to my friends!

Staff friendliness : ⭐️⭐️⭐️⭐️⭐️
Environment : ⭐️⭐️⭐️⭐️⭐️
Cleanliness : ⭐️⭐️⭐️⭐️⭐️
Equipments : ⭐️⭐️⭐️⭐️⭐️

* EASE OF PARKING & have car wash services! I can get my car wash when I do my workout!"
Been to many gyms around the PJ area but Kfitness remains my favourite. It’s a very complete setup with various machines and multiple squat racks which makes my gym sessions very smooth sailing. Love the open air atmosphere which is breathable and not too hot. Looking forward to continuing my fitness journey with them
Hands down best place to workout for a cheap price (RM15 walk in). Has more equipment than all the other gyms I’ve been to. Clean and well maintained as well. No AC but ventilation is great.
"Good PT training, push you towards your goal. Sufficient equipments and very welcoming."
"I love this gym. This gym is very clean. Good Personal Trainer, best big gym in Petaling Jaya and Kuala Lumpur"
Great place to workout. Fully functional equipments and great staff.
"Great gym. Spacious car park. Just look for the gym logo, it's easier to find the place. Entry rates vary at non-peak and Peak hours. A must go gym for all fitness enthusiasts"
"I like this gym so much. Price is cheap for such fully equipped big gym.
They are very strict on SOP, probably because of this, all members clean their machines or bench right after using.

Gym is clean as I see their cleaners cleaning it every time I come. Their personal trainers are professional from my conversation with them as I plan to engage them.

Overall, it is a really good gym with a lot of beautiful people."
"The big guy at the counter very Lan Si...

Everything is fine, equipment and environment are very good. The fee also affordable."
"best hype underground gym I've been to so far. try it to believe it!

this gym is huge, spacious & they have all of variety of equipments.

their staffs are also very friendly & experienced on training their clients. highly recommend! 💪

best part is, they only charge rm10 for walk-ins.
parking is easy too as they have over 100 of parking lots outside, need not worry about finding a place to park. 😁"
"Great experience starting my first gym in Kfitness. It is an open gym located near Seksyen 51A PJ. Started my membership when they were newly open in the year 2019. Was very new to gym workouts and how the machine operates. Due to great coaches and experience friends I met in KFitness, they guided me with proper ways to handle the equipment and also some new workouts along the way. You can even ask questions from the coaches on certain things you are not familiar or workouts that you have been doing but yet to achieved any result. Besides, the space and high ceiling really make the place comfortable and cooling. I would definitely encourage people whom is new to fitness to try out this gym. Happy Workout Everyone and stay fit together."
"One of the best underground gym around that is extremely affordable. Cheap walk in rate at RM10 or 1-2 credits on ClassPass . Plenty of parking space for just RM1 per entry. Gym is big ,spacious and very well equipped.

Training under the head coach Dr Chris is probably one of the best decision you can do for yourself. He is a professional fitness trainer catering to your fitness goals, whether for overall health longevity or fat loss, he is definitely the trainer to look for. The other personal trainers such as Andrew and Julian are just as good and professional. Find one that suits you and vibes well with you.

Changing room is huge and spacious.

Overall the gym has very good vibes, good lighting, nice layout and professional team to run the operation."
"after a few months of being lockdown , i found a very comfortable place to build my muscle again. This gym is great with complete equipment and nice ambient . thanks to everyone specially Mr.chris  who welcomed me on my first visit and i decided to sign up straightaway."
"I have been to this gym for a month and I found that they are very consistent in cleaning and sanitizing the gym, I heard they clean/sanitize twice a day, every day.

I like their crowd here, a good ratio between guys and girls. So I feel comfortable wearing shorts and sports bra only to train.

This gym is very big, with full fletch new equipment, and their design is unique with very good lighting set up.

My friend engage with their personal trainer and she slim down alot and manage build her shape also. Heard from her that it is one of the finest program.

Overall I would definitely recommend trying. Probably the best gym so far"
"Great place for a workout, plenty of parking spaces available."
Good gym with friendly staff and really well equipped gym
"Love the vibrant atmosphere and positive vibes at KFitness! All trainers are experienced and very encouraging, staff are friendly and they ensure all members adhere to the SOP, parking lot is SPACIOUS (only RM1 per entry). This place is my second home and I look forward to my training session all the time #happyplace Highly recommended! 😍👍🏿"
"I would strongly recommend Alisa as she really a professional, lovely and generous trainer I have met. I really love the way hows Alisa train me! She was educated me with the right concept of being healthy and fit long term instead of just take it as short term plan. She guide me patiently during this journey and she 100% replied! She provide me info and keep encouraging me, accompany me no matter physical and mental. She will according to my needs and customize the schedule for me. This journey full of fun, love and interactive which I ever feel so much result yet simple before.Really appreciated Alisa!! Do find her and she will give you her best!"
Good environment and clean🙌🏻 One of the best gym to go in pj.
"What is so unique about this gym is that it is very big, all cardio and lifting equipment is very complete. I like their positive vibe and lighting the most, so far the best gym I have visited.

There are many good looking fit girls and guys there training, hot girls and guys are everywhere in the gym for you to wash eyes :)

The gym is very clean, toilet is big and super clean also which is important for me. Their personal trainers are professional and passionate about coaching, price is standard but value is beyond standard.

⭐⭐⭐⭐⭐ Professional Personal Trainers
⭐⭐⭐⭐⭐ Good Vibe
⭐⭐⭐⭐⭐ Lighting and Instagram-able
⭐⭐⭐⭐⭐ Cleanliness
⭐⭐⭐⭐⭐ Hot guys and girls"
Gym is clean and spacious. Equipments are quite complete. Worth the RM 15 per entrance. Great songs selection.
"Easy going gym, space is big enough, won't worry much on the social distancing issue."
"Need to submit 5-stars review here on Google or Facebook to get your RM150 registration fee waived.

Equipments are mostly ok. Space are quite limited to be honest, especially when there are many people.

Don't expect customer service here because it is basically non-existent. No one is there to bring you around on your first visit or introduce you to the space."
Awesome gym! Definitely will pick this gym! Nice environment!
"The environment here is just superb, all equipment are new and functioning.

Gotta shout out to Lisa Yoo the Trainer there, she is very patient in drilling the correct technique and posture of all exercise to her client, and always emphasis on Form over Volume.

If you would like to look for a Professional PT, I`ll definitely recommend her as your first choice ."
My go to gym! It's really well equipped and staffs are friendly as well!
really friendly staff and kind to production team when we need to use the gym setting to shoot. really recommend 5 stars!
Awesome environment! Good vibes for gym junkies
"Very self-aware crowd, especially during these Covid-19 times. Everything is sanitiser after each individual use and there's also a max cap on the number of people allowed in the gym at any one time. In terms of the gym facilities, it had everything you could ask of a gym and more. Very vibrant and would highly recommend."
K Fitness gym is different than the other gyms I been previously. equipments top notch. spacious.clean. the staffs are all very friendly and helpful including the personal trainers such as Chris and a few others.
"This is the best gym i have been to so far of my fitness journey. Their head coach Chris is by far the best coach i have ever meet , always back up his point with relevant studies and reason behind. Not like other fitnese guru which never done any research and finding and yet copy paste others content. Totally recommended him if you are looking to step up ur physic and mental."
"Excellent gym with a variety of equipment, great environment and great people. Highly recommended"
"Amazing gym that worth its value, spacious, clean and the vibe it has are fantastic. Perfect place to take workout photos too for all the Instagrammers. Mostly the gym staffs are very friendly and attentive!"
"If you were to find a personal trainer, i definitely recommend coach Lisa. From my experience, she is good with training lower body especially glutes. She has all kind of variation to make you feel fun at the same time you can definitely …"
Spacious gym with good vibes
"Ample of squat racks. Big space. Basic equipment are available. Different barbells, dumbbells too. Ample of parking (pay per entry). Basic amenities are available too (shower and WC). If you want water, buy from counter."
Love the ambiance but super hot and stuffy.
Great environment for work out and futuristic style gym center ...
Well equipped gym n friendly staffs
One of my favourite gym in klang-valley. Very spacious and it’s equipment is the best. Complete gym for a good pump
"I'm grateful to have worked alongside with my fellow trainer, Lisa. I will cherish the times we spent together as a team & be proud of how to train coherently with the proper guidance provided.

Once again, thank you for the amicable supervision from K Fitness!"
"I love the open air concept (high ceiling). One of the best gym in town. Good vibes, good lighting, clean, spacious, well equipped.

Affordable 🌟🌟🌟🌟🌟 (The gym is well equipped with affordable price!!!!)
Cleanliness 🌟🌟🌟🌟🌟
Ambience 🌟🌟🌟🌟🌟
Location 🌟🌟🌟🌟🌟

HIGHLY RECOMMENDED🙌🙌🙌"
"I not very well and long engaging with the fitness, but I did join 3 gyms in my previous years, Anytime fitness, chi fitness, 7 days fitness, none of it give me the reason to stay. However I find the environment especially the staff here is different, they greet you every time you come, checking out how is your training, helping you if you have fitness questions, it makes me feel like my second home, is no longer just cold machine with you on it and swing yourself. Well, equipment here is good, place is big, and is fun here. Yes, you can always hear some laughing here😄"
Really good gym with many equipments. Personally I like it because it’s spacious and has good ventilation.
"Their personal training program is the best… price is reasonable..
great gym environment and members clean up the machines after used..
highly recommended"
"The gym is super big, well-equipped and super friendly staff too. 👍🏼👍🏼👍🏼"
"Very professional personal trainer, explain and demostrate with patient. Equipment are new and clean. A good gym center that i think i should pen down my experience for anyone who looking for gym place."
It's a great place to workout and see progress
"I personally want to share bout this super fitness personal trainer named Lisa. She's very professional with her work as she delivered a very good training programme for me especially during leg workout as i have experience it and it lead me to be able to grow my legs untill now. The way she communicate with me gives me a lot of motivation to go further in the workout as well in life. She's very dedicated in what her do as she trained herselves everyday to keep her body fit. She's being able to be not just a good personal trainer but also as a friend and a workout partner which is everyone needed. As for that, i strongly recommended her as ur personal trainer if u guys really want to achieve something in fitness world."
"I would like to take this opportunity to share with u guys the experience of training with my most pretty n professional trainer —— LISA YOO.

I used to have few personal trainers before, however only Lisa can provide me the clearest instruction on the posture, strength and various information on muscle building, meal diet and many info related on workout and health.

Hope to train with Lisa again and thank you for the kind patience."
"K Fitness comes with complete equipment and accessories for a gym person. If you're looking to slim down or even tone your body, there's a wholesome and complete package that comes with qualified coaches or trainers to help with your plan. If you need further assistance with food menu, there's also additional catering services provided at the counter so that you don't have to worry about having imbalanced diet. All in all, it's a really good fitness center that has put paid lot of attention to details."
"Spacious, Open air, no aircond, a ton of equipment. Solid."
"It’s a complete gym with quite a lot of equipments.. love the factory setup interior.. luckily good ventilation as this place does not have air conditioning.. but in this covid situation, tats a good thing right now 😂😂"
"LISA, one of the prettiest female Personal Trainer here, my friend.. Undeniable she is knowledgeable in terms of training methods, muscle coordination, nutrition, and also really pandai in strength training especially LEGS.. Other than that, she is a well-planned ahead & very discipline person too.. If u guys are considering to engage a good PT here & really see results, you might as well try to find her 😉"
"Very big and beautiful gym. People are friendly and price is reasonable. Place is very clean also. They have Muay Thai Boxing, Obstacle racing, classes, and etc"
Love the open air concept and variety of  equipments and they are all well maintained. Highly recommend :)
"One of the most unique gyms in PJ, the staff there are very friendly and willing to guide customers that are having trouble with their workout forms. The trainers there are very professional and knowledgeable as well."
"It was a great gym overall, looks new and spacious enough that makes me feel comfortable. I'm having fun here with my fat loss trainer. 😍"
Awesome equipment and spacious ground for workout
The gym has amazing equipment and the environment is perfect for anyone who working out
"I have learned so much, not only about getting in shape or weight loss but also about how the different muscles connect and work. I feel confident I have the tools to continue exercising on my own and the knowledge gained from Lisa will benefit both me and my friends for the rest of our lives."
"I trained legs with Lisa in Kfitness a while back. Needless to say my legs felt like jelly right after and I couldn't walk for the next few days. Very effective workout as she provides a very in-depth knowledge and guidance on how to hit different part of each muscle group. Tired of your chicken legs, look for Lisa at Kfitness. Want a body fit for magazine cover, look for Lisa at Kfitness. She motivates you and pushes you beyond your limit and prioritizes proper form and technique over just lifting heavy. She's also very friendly and approachable, she'll make you feel like the gym is your second home. 10/10 recommend."
"Clean environment, and equipments. Surroundings are airy and not feel stuffed. Well located near to federal highways."
Great gym with lots of equipment and super friendly staff who will help you out with any questions.
"Benjamin coach is a good coach, give me very good experience in the gym. Very good environment and very good chilling place."
"Great place, clean gym equipments and environment. Friendly staff too!
Highly recommended."
"Good amount of equipment , hardly need to wait for your turn to use. Non air-conditioning gym, good to perspiration compared to aircon type gym. Clean and ample parking space"
Good environment and there’s a good coach name is Ben Liew. Please give more support ! Good vibe !
"First time to join here, helpful staff and environment is good."
Super nice and friendly staff! And there are lots of equipments at the gym!
"Awesome place to spend the day. Fully equipped and with spacious shower & changing rooms.
Easy parking, RM1 per entry!"
"Really enjoy this place with gf. Especially train with my PT, Andrew Wee, he is really knowledgeable about body composition, and give me a good guidance thru the whole workout. Definitely a good place to train in."
"Had a great session with the PT-Lisa. Overall great experience and Lisa is a very reliable and knowledgeable trainer, am really glad to learn from her, thanks!"
"Love the open air concept and equipments are sooooo well maintained, absolutely love it!!! Highly recommend"
"Awesome place. Clean, not hot, good equipment"
"Clean, professional personal trainer, good ventilation and a big variety of machines and they are well maintained"
"That is a good place for gym, Trainer also very friendly , and professional, diligently teaching me ,if want to find a good personal trainer , K fitness is the best let us to choose 👍🏻"
"Best gym i have ever experienced!! The staffs there are very friendly and professional especially Coach Julian, you may ask him for any information on fitness"
"Great range of equipment, spacious, different corners to work out, easy access from kl or pj, ample parking. Love the vibes and interior and pumping music"
"Very huge warehouse gym that is clean, comfortable & very complete equipments that are very new. Definitely one of the best place to train in PJ!"
Very friendly staff. Every ready to guide when beginners have queries on fitness. Not afraid to share knowledge. Would 100/100 recommend to friends!
"Reasonable price, professional coaches, parking rate only RM1 per entry
Spacious and pretty gym
(Photos taken from official kfitness page)"
Great and speedy service by one of the staff!
Gym facilities is diversify 😍 good environment
"KFitness is the best gym in PJ and KL, their personal training program is also the best in town. Price is cheap, gym is clean, complete gym equipment, and a lot of fit guys and girls are training there"
"Spacious gym, with extremely friendly front desk"
"The best gym in klang valley! Good coach, Andrew, who know both workout and nutrition to achieve your goal."
"Parking fees for RM 1 per entry, spacious & convenient. There's a variety of training facilities & food court located @ the end of the lot"
Nice Gym and friendly staff.
Good place to sweat. Spacious n many equipments.
"love the experience, atmosphere and friendly people in the gym."
"super nice,clean and comfortable gym area pj..GOODJOB"
"Very nice environment. Spacious gym, and very well maintained hygiene. Everyone there is friendly as well"
"The best coaching session provide by KFitness. Really professional, and good diet advice. Heading to a more healthy and good physics soon."
I strongly recommend my personal trainer - Lisa as she will teach you to build your body for the sake of health in long term but not just for current result
"So much fun, well equipped for all kinds of muscle training and mind enlightening"
First time visit. Would like to visit again 😍
Spacious modern and very well equip gym. Definitely 1 of the best gym in the country
"Good environment, friendly trainer, more importantly following proper SOP during CMCO, hopefully can get back to there soon 😙"
"Love this place 😇 fully equipped, both staff and members are friendly :)"
"Warehouse gym , clean and a lot of parking"
Great place to work out. Complete old scool gym with great staff.
Excellent coaching from kfitness coach Mr.Andrew... so far the best coach humble n willing teach u
"Fav Gym !! Good equipment, facilities and also friendly coaches :D"
Nice gym
great gym
Awesome gym set up and great facilities
Cost effective with complete facilities.
Great location and super convenient in terms of the facilities provided.
great workout atmosphere and friendly coaches!
Tammy is a good couch
Spacious gym with many machines. Love the environment.
"Gym with great equipment, great environment value for money!"
This is a big gym with plenty of equipment. Highly Recommend.
The best gym in town
Modern looking and good vibe
Almost complete set of gym. Clean and bright toilet and shower room. With hair blower. Without air conditioner.
"Wide range of equipment, nice lighting and good ambience"
Awesome atmosphere with professional personal trainer!
Good customer service
"great place, fully equipped gym"
"The trainers and staff there are friendly and professional, they gave me some tips on diet and training as well."
Nice gym with excellent equipments 💪🏽👍
"Good environment, equipments with good condition, the owner is friendly and supportive."
Great experience in this gym
"Huge gym, lots of working equipments, follow SOP and super friendly team!"
Its just good overall
One of my favourite gyms now... would be nice if they have sledgehammer and tire for workout.
K Fitness is my choice of gym
Awesome atmosphere here and plenty of equipments
Great place and vibe! Well equipped.
Fascinated with the layout of the gym. Spacious and clean.
Love the vibe here!
"Spacious, great vibe, clean, great price. 😍"
Fun place to be. Great ppl all around.
Great atmosphere working out here.
Great👍
"Professional coaches, Spacious and pretty gym, Reasonable price"
Good environment and Good Ben Coach 200 Rating
Nice environment and good Service of personal trainer.
Alot of parking and easy access to gym. Not so pack at the moment
Nice place for workout.
Very good environment and the vibe here is good
Clean and comfortably airy gym
Love the atmosphere... very spacious and airy.
The coaches here are so professional and yet very friendly.
Good
"Cheap parking, well equipped and friendly folks."
"great workout environment and vibes, to have a fantastic workout."
Good
Nice environment.
"Warehouse gym. Good ventilation, spacious, plenty of equipment."
Awesome gym
amazing equipments and customer service
One of the best gyms around.
Best gym and spacious
Perfect Gym!
Great place
Coach Julian is helpful in explaining
Clean gym.. and friendly staff..
Well equipped and clean!
Good environment nice people
Great trainers here
Nice gym...
Awesome environment
"Best Price and Promotion, clean and tidy"
"It's a nice place to start, comfortable environment"
Clean & good environment
Best gym in PJ
"Strategic location , friendly trainer & quality environment"
Highly recommended
Great place to work out
Well equipped gym....👍
Giving best price and promotions.
Big space. Lots of equipments
nice place
Very professional Personal trainer
"Nice, spacious and friendly people..."
Full equipment and nice service
👍👍👍 Best gym in kl
Great place
good trainer with Knowledgeable
Good Vibes
Best personal trainer
Nice & friendly environment
Love the environment.
New equipments
Good
Big space!
Hygienic place
"Big gym, and lots to explore and have fun."
"Nice gym, high c/p ratio…music a bit noisy"
"The boss and employees there are very kind and friendly ☺️, and there are many choices of fitness equipment. During the CMCO, the disinfection and cleaning are also very good. You can go there with confidence and safety. Of course, you have to abide by the SOP. I personally think this gym is true It's very good because there are also bathrooms provided for those of us who have exercised to take a bath"
"I believe this fitness center should be a unique fitness center in Malaysia. It has complete equipment, special lighting effects, and the staff, coaches and bosses inside are very kind...so everyone should experience the difference in Malaysia Fitness center......."
"The venue is very large and there are many fitness equipment, which I like very much"
"The environment is spacious, the staff is kind, and a good fitness place🎉🎉"
awesome
the best place
Love this gym style
很好的地方
